"","00:00:00","00:30:00","01:00:00","01:30:00","02:00:00","02:30:00","03:00:00","03:30:00","04:00:00","04:30:00","05:00:00","05:30:00","06:00:00","06:30:00","07:00:00","07:30:00","08:00:00","08:30:00","09:00:00","09:30:00","10:00:00","10:30:00","11:00:00","11:30:00","12:00:00","12:30:00","13:00:00","13:30:00","14:00:00","14:30:00","15:00:00","15:30:00","16:00:00","16:30:00","17:00:00","17:30:00","18:00:00","18:30:00","19:00:00","19:30:00","20:00:00","20:30:00","21:00:00","21:30:00","22:00:00","22:30:00","23:00:00","23:30:00","dates"
"11",204.971146342683,194.831530183053,185.429728833214,176.177873440009,166.772396264742,157.560439193114,149.41334780067,144.727052081302,147.973503540237,153.36146848968,159.845718498379,175.339574023259,202.530792957613,229.72523683292,248.530845389134,262.995783833109,279.383626612439,295.155249206816,303.781859547362,304.164712109726,299.272026355799,289.852709277973,277.384609672511,266.628933389743,258.604113743552,251.384440271509,245.209723669501,242.405414262337,242.097283146408,241.956218007873,241.091923709951,239.103182529942,236.987490437944,237.267418094061,239.150721588947,237.753231842366,232.951514747098,230.204535140312,228.559715904626,223.634946330015,215.943428375468,211.038921051555,208.061004615099,203.592153300949,197.833521193427,191.165278005935,184.219551154786,177.560615492087,"2020-04-26"
"12",126.3250793276,130.002286867493,133.367813730401,136.945633213442,140.897764314727,144.805955481384,147.933028931665,148.519665122646,148.324113114644,149.920854439507,155.188636555414,161.965284315674,170.118221743456,182.31090715777,199.456285369547,215.492822726962,225.480508378773,232.215627396826,240.767855626593,246.865975831305,244.51660800731,236.805061483885,229.756765507148,222.807692241834,212.884967376294,203.787741857792,201.334023250114,204.057805203078,205.38907835363,205.02587676242,208.461643665576,217.112391596524,227.579273283404,235.965551334852,239.886016285351,242.215611120169,243.25877309706,241.067354341347,238.317276227597,236.362668932741,230.483519796999,220.483535170057,208.818813319325,194.559741127385,179.785059156531,165.308541432922,151.045185306286,136.477640400825,"2020-04-27"
"13",211.149223894985,199.337508867596,188.61559058583,178.345520867741,168.045665066098,157.879106965497,148.929604442337,144.513284486061,146.422179695638,150.19353266527,155.739780756431,163.006211148496,170.049852032019,174.185716986567,178.520651454901,190.351689371457,214.372661945784,248.944227581988,284.702370593146,313.981112585986,337.556007176755,360.44497840969,383.285265938585,399.082090249405,399.73101477021,385.578214552526,365.509246861038,347.561819564281,336.193914667844,332.3758958509,330.856841845106,327.135792036599,323.897348788247,325.883692903441,331.235780519724,332.450059153124,326.635134971203,318.207341589929,311.41848339928,304.310754401612,295.585972800671,286.606939383631,280.541945353806,277.057826261721,273.739906203374,270.028122196217,266.19248714778,262.882757530304,"2020-04-28"
"14",104.229016405723,113.884770041117,122.544983202903,130.6040534055,138.784160524755,147.450546330482,156.037226745412,161.547338413145,164.416884009702,172.162520503771,184.62272476501,199.377025959846,211.292404019884,216.853865900158,219.942779319429,227.181995983923,237.279699183748,242.213116198919,240.803402097854,240.561876885648,245.518136190206,251.108968607511,254.803134868936,261.142455745181,271.906697147358,280.196623702301,282.46267031434,283.660376319646,286.420691232813,287.052612556821,285.64550188108,286.93676991256,289.432890868646,287.796603167891,284.186182150954,284.961315677543,289.723194200325,290.910455352269,286.682702534181,282.929299771629,279.974851658347,270.591883109611,251.857780986044,231.90081293682,211.891683549771,192.004240557385,171.970998787419,151.263154167879,"2020-04-29"
"15",221.771868765056,209.708809025482,198.49360341123,187.526893136062,176.454688896721,165.567799201668,155.765786032926,149.620402540619,151.634963326717,155.802502330545,158.781266780931,165.080080281847,176.081446881723,185.032015212148,191.186582720727,201.563547174012,219.441462182236,240.193409012188,261.690525806577,285.472666991497,309.202915417259,325.933143448672,333.809620601801,338.966511946111,343.026258742398,339.196042031541,327.219421077807,313.665425050598,302.4277817861,291.916416552934,283.24059281013,279.591723562103,278.962901308509,276.941208470417,272.338568141465,268.185263343195,264.803545516085,258.72621556135,250.233163793615,244.455580652429,241.965262138185,236.307982937266,221.607562114794,203.638634580042,185.021084891053,166.47805829465,148.05103177982,129.163619246913,"2020-04-30"
"16",212.360679272435,200.915354164698,190.366285103957,180.127707270958,169.769454657123,159.49529370739,150.19998894616,144.513637551796,147.5743336731,154.179675864505,158.967533347235,162.889462011778,169.666134370987,175.269684092958,177.004120316896,181.27266187721,193.437171941272,210.863776269109,229.364347981156,248.624670283511,266.888890438691,280.295313260647,287.520879538333,288.571297626861,282.72418464819,270.220596780272,253.44801191363,236.055652373293,220.422271271258,209.763862143904,207.508852486465,211.58785063487,216.848839120288,221.980037180298,229.11982285303,235.888854865079,235.931311223326,232.126978537554,232.061163395148,232.728798498711,227.527794342378,218.920631084517,214.194077726893,212.977156091865,212.762335295922,212.579373059884,212.114662295905,211.762876091012,"2020-05-01"
"17",84.8455373664804,93.0933752412571,100.569672106728,107.889208847343,115.390867361153,123.037193133836,130.305058844213,135.044467093452,136.59162855959,138.511015899872,145.148873927086,153.348325103909,158.519254339321,164.100261310894,174.443427039018,185.767313369277,192.021503258221,195.615801341017,202.074275567053,210.47050340725,214.192757822136,212.614230567136,211.942418576793,214.777242970351,218.726314927684,222.40546820233,227.9242813845,235.26564274122,242.929046574938,249.928941035481,258.313962375087,268.526683757145,278.525951369438,285.311306687152,287.509851028136,286.533733339471,284.532878514003,282.977332060532,281.142707589511,277.56621587605,270.857280212557,261.860781324293,252.374871555363,241.548386677698,230.191531719503,218.584299141179,207.089645380545,195.854646982744,"2020-05-02"
"18",169.127888297448,166.762087098387,164.567919494292,162.961443066525,161.825136582533,160.594576681767,158.593810210207,154.670415134871,152.757087834254,156.047956625068,163.751950059584,170.119643715349,174.495325295153,182.384701564497,192.400531813665,198.682146617959,203.903397019439,211.193952435882,216.65541603772,216.85402573673,213.958243644626,209.32386182763,203.345332767935,195.997990500086,188.485151927497,183.163452985667,179.744516335971,178.05694434229,180.008240566391,183.999977254776,186.796269521466,191.095068261096,199.704338487974,208.134885150664,214.355851219864,222.358628153214,232.398598469093,241.039985708445,249.036722434862,259.383885649607,268.163707244441,265.647449929715,250.809456051686,237.304180377519,224.40807479621,211.291054241758,197.223172787243,181.898162115097,"2020-05-03"
"19",159.284014702877,155.533949077929,151.942037815929,148.111209176516,144.096589986428,140.458439492338,137.927504162928,138.023168735722,141.70778386668,145.981893193278,152.129786179986,164.142255173466,178.437036054551,187.984670870779,193.972415782804,202.803622315477,215.26179974374,223.620257385514,223.927772821433,221.122702500566,221.633697514962,223.328617783321,222.983094766235,223.822064985561,228.262815182384,233.715309710935,238.395173814443,243.674260155663,250.961307258071,256.628844719617,259.109477976757,262.702289586799,269.649268627906,273.864500514683,271.02412287345,266.625275788687,266.488620622586,267.13824558304,263.097943383911,256.243713884245,250.686063993096,243.748881475957,230.851621169372,216.148630641113,201.040154107588,185.975145702943,170.932498355601,155.432749820836,"2020-05-04"
"20",206.12951674628,194.337508923287,183.539679045306,173.085898760499,162.598893525608,152.396653462288,143.595858878624,139.339234312584,141.493421633655,145.653379805198,150.206484296873,154.910806760323,160.596608631724,167.597654740669,173.774195715308,181.855318167197,198.717957539372,224.757809971651,249.421960319655,265.951966606115,277.880548463286,290.987534125268,303.067983663389,309.436073404517,310.875344318037,308.536360896793,300.922252017541,290.802242829221,287.268056220194,288.947150356601,289.106830387687,287.312198970998,286.603286400297,286.559741317277,285.638024504612,285.223646700026,287.117870304664,288.536385876372,287.206122705708,285.304683084768,282.79513713927,275.098359883595,263.240047095585,253.312780509481,243.604749839787,233.792097894161,223.604904488461,213.068183374221,"2020-05-05"
"21",118.827313065414,122.408519104171,125.625802393154,128.52380442979,131.586575430247,135.119736113572,139.072685359313,143.088409098344,145.870284914376,147.178919807192,152.104556996769,162.049046226439,172.081927107784,181.464464160821,194.583877914867,209.463489479635,219.979968425247,227.768728924746,237.569552944266,248.781299254075,254.703843861138,257.076744160432,261.542705556387,267.149692127731,269.460328942725,269.757415570362,272.343754704734,275.929878626944,276.449605512941,277.818123176451,281.581586739693,284.764458571717,286.975488250271,287.742325200927,289.385238679426,293.195874803392,296.569021158121,296.861131641699,296.312472694702,293.94532240942,287.276052708592,278.811178070727,272.301463058153,268.332714388694,264.534132833447,260.385196044044,255.647644403786,250.590557118103,"2020-05-06"
"22",122.513851004988,128.513416327645,134.016601386651,139.369316858595,144.980491846416,150.767443840458,156.337402792501,160.571747653008,161.228601422276,162.469978929963,168.070376921241,181.510328545155,208.692954013511,247.121679092507,279.627166074236,296.604311310763,304.729887972485,313.606501271339,324.5325341756,328.196050468829,316.386325347596,293.967542022404,269.878773094318,249.573638689496,240.000772454673,239.055007825993,239.229000517137,239.294187070221,240.448538941629,241.411758337462,241.49551664443,244.288561591592,250.912249657283,258.871789730814,266.806859573321,273.922838508927,278.042979082728,278.087200366473,273.820577130115,265.114900791456,251.943747925907,235.338845088157,220.466378814932,206.483131203253,192.390173516377,178.101162084048,163.872953845375,150.268114344539,"2020-05-07"
"23",81.4119413458942,87.9089810417969,93.8418748407015,99.5628165610038,105.507201625138,111.627065790471,117.370271912583,120.928838479164,123.734427437334,127.244397129369,134.385982127469,143.49164067058,150.345360156118,156.38637815527,166.243222254326,179.717142312884,190.222719039285,195.634221068226,199.865812663976,205.892555408413,208.917413942752,208.050726178182,209.566163514525,215.028024171081,218.226185717368,218.655598803653,221.418700192193,228.724281355111,236.028989658731,238.862690150048,239.323537602966,241.150740775218,241.40010265903,236.629566172168,228.006071037737,218.908145698922,211.359042918353,204.921261864977,198.218856924558,190.6190260738,183.098756951733,176.386057265583,169.891305564992,160.793470102454,150.822724106448,140.735399235797,130.915444065278,121.157651584911,"2020-05-08"
"24",136.316927783003,135.176044578467,133.986751231941,133.24346873149,132.951337828592,132.454469437415,130.628701835243,125.273932465879,125.906545206424,133.23672711935,141.246586942299,147.840540022038,153.642613876588,160.413972565889,169.823650079398,182.994374792902,199.964929353128,219.388730689786,236.760882696753,252.43518968807,267.65152683839,278.349118383051,284.045836692513,289.374237597912,294.26334599818,290.326825162959,275.879156840274,258.58459780161,247.423276456246,239.721693580296,232.207629182393,228.367606760442,228.188792994853,226.521642738965,224.15340345935,223.516403327381,223.874392575925,223.561761283584,221.292041447773,215.577429145587,207.876499370411,201.740589707475,198.950336658853,195.679706166755,192.313520769835,188.951077501906,185.742481081241,183.054476827375,"2020-05-09"
"25",133.537063655427,131.871841592862,130.401322393426,129.392212974501,128.689332184454,127.904715682886,126.734416426425,124.728674414494,124.979937371403,130.580966156404,137.610070458984,140.661906711821,141.831849110685,148.196685113384,158.527071134606,166.67138749572,171.327607428252,176.332390601483,180.089653750534,181.117644675237,184.42808358959,191.521436538614,195.021877692456,188.56399326889,177.573949386341,172.683196964288,174.692867556496,177.445891480162,180.292993007924,186.669526682621,194.433494452604,200.383406542857,208.227990913374,220.322861112566,229.90612383678,233.233748197514,234.32096038644,234.853009935692,230.891700146006,223.318608929954,218.082180673724,213.949252614661,202.743015288404,188.75249461446,173.730589161526,158.370105011631,142.996088046096,127.336998819501,"2020-05-10"
"26",159.378333492723,152.933673618926,147.229223853685,142.175012561599,137.302140679439,132.2885679552,127.193321097777,122.947003373496,123.636424127653,126.031461482333,129.50144131484,136.814235385573,149.129813992455,163.702623471723,177.383225975149,190.931957945744,204.591624822657,217.025761628574,227.501621855829,234.277028133524,234.934192395119,228.75319397055,219.323162015796,211.500111337168,205.045965069215,197.477718070533,190.168230393599,187.95151227126,189.836501536655,191.96382160916,196.439362248674,206.771845999227,219.068909764361,226.967692369052,232.850996102207,241.621464413266,250.455423216609,252.417491424438,247.47093805955,242.359095458617,239.174541897277,231.040009235105,212.892789844224,191.540472076898,169.638381665798,147.933929752821,126.355208310338,104.339380603255,"2020-05-11"
"27",178.794971304698,170.662017394919,163.480974731429,156.980156918259,150.608616677053,144.080181742357,137.682661951797,133.179340665612,133.925526634265,133.331821314143,127.191144899986,119.856134174595,120.849886949948,133.945599153504,152.891770743067,173.245387812654,196.104541672773,225.873483714848,263.31259740587,303.357301211305,340.554590459597,368.900471902288,384.741729929897,388.043548422147,380.706301550194,364.454484813899,343.409907559576,323.612988560442,308.551117731096,299.846926236495,295.994658372763,292.784061923708,291.60102567782,297.092520168225,309.965574427334,323.149672651846,326.86298487297,320.620634684844,310.329236356886,299.099606351552,288.237626648277,278.023070335313,262.578794080112,245.13637228658,226.956035337974,208.178500634925,188.974356292671,169.598909733214,"2020-05-12"
"28",129.802749355751,129.525755365689,129.290587980442,129.342609315622,129.470562151563,129.423757178121,129.024439652588,127.237105012334,127.875349105633,131.20873515774,136.16460384052,141.547949667188,147.593847597811,155.833820441605,165.271341383483,174.962678789231,187.653082303261,204.993650177588,225.584489615456,247.002738912563,266.249627240292,279.678446009784,287.047026568092,291.020730354609,291.957910246144,288.42733795066,278.519449064829,262.222037916016,244.903116081418,232.342623822478,225.324658619947,222.805913704227,223.622558316527,224.379859215497,223.967287237176,224.328984281981,226.958813303725,231.341969866879,233.535798890482,231.279487612052,226.702685414365,221.004514854667,213.118371955131,204.060639001635,194.342357351972,183.960529529705,173.129985987809,162.12796996531,"2020-05-13"
"29",136.642224743084,134.715826191145,133.041771819018,131.780644713892,130.664474517581,129.430189974913,127.951212120039,125.621409769329,127.70740421261,132.845449324442,138.968694036041,147.334539828065,157.999970760872,170.220007823415,183.038205245147,194.94724887845,206.768552010537,219.195897220441,230.937009659503,243.495665063449,257.254929730374,265.799815297491,268.078144630687,269.521882840743,268.397061886084,262.397617909464,255.607084609148,246.661196261976,233.653931625822,222.864184663799,216.617087571237,211.153724153733,207.727665183983,206.335004585327,205.067453827876,206.895370335722,208.842962646254,206.818741688188,205.664382298138,205.808528869917,204.258987389553,203.643241245594,200.892743231805,196.119319497852,190.821453484607,185.249796538231,179.408358175699,173.434071194032,"2020-05-14"
"30",121.707463325534,121.002415939268,120.542179925364,120.331602741235,120.174048631511,120.081365256374,120.004550094203,119.443244523179,120.967511675615,124.254820010009,128.793201216112,135.483303517534,147.058801633069,161.015684566914,173.632783615809,185.348939767496,198.364134732892,215.496263193878,239.169227258283,264.399288725858,280.155921038955,284.63170817464,284.609086942318,281.436008480507,276.300070264309,271.11776453209,259.547967304091,241.535272866454,226.470126674486,218.904849848135,218.146228022714,222.913600944197,227.308959542749,228.494472952775,229.968228700914,229.082660824923,223.514472401546,218.98217076122,215.020511856298,209.938499751196,206.733251965259,201.196554812832,187.577398218756,172.549279768368,157.675813199805,142.784561863178,127.624961027933,111.708569122781,"2020-05-15"
